bcr_dir,RunNumberPartNumberID,RunNumber,PartNumber,ca_time,ym_time,Sensor,BoardNumber,ArrayNumber,time_betw_scan_min,CA,CA Humidity,CA Temperature,YM,YM Humidity,YM Temperature,CA_cav_dia,CA_void_cav,CA_cav_depth,Ca_void_mem,CA_overlap_min,CA_overlap_max,YM_void_mem,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac h�j O2,Sensitivity [pA/�M],t on 10/5 mM glu/lac [s],Lav O2 - H�j O2
,27260,R29061,932-029,24-03-2021 19:32,29-03-2021 22:58,Glu,8,8,1213,2.508,32.86,26.65,5.6629999999999985,33.53,26.22,1169.7,22.281,60.249,25.824,36.747,178.486,28.459,Approved,4.3,0.18,0.6,4.53,281,0.2,0.98
,27260,R29061,932-029,24-03-2021 19:16,29-03-2021 22:32,Glu,3,15,1214,2.642,30.49,26.58,5.5870000000000015,32.41,26.52,1169.92,25.69,63.157,29.812,120.741,173.236,31.226,Approved,4.3,0.21,0.1,4.06,38,1.2,1.14
,27260,R29061,932-029,24-03-2021 19:14,29-03-2021 22:28,Glu,2,1,1213,2.568,30.52,26.58,5.6370000000000005,32.07,26.38,1178.04,24.4,61.81,28.421,99.742,209.984,30.25,Approved,4.32,0.21,0.3,4.3,115,0.8,1.19
,27260,R29061,932-029,24-03-2021 19:10,29-03-2021 22:24,Glu,1,9,1214,2.544,30.45,26.58,6.27,31.93,26.51,1171.48,23.979,60.74800000000001,28.309,120.741,173.236,30.094,Approved,4.35,0.34,1.1,4.41,364,1.3,0.54
,27312,R29095,932-029,24-03-2021 23:20,29-03-2021 13:52,Glu,8,4,4790,2.4330000000000003,31.48,26.35,6.058,29.04,26.21,1155.86,20.143,62.494,29.881,99.853,210.218,28.931,Approved,4.3,0.24,0.4,4.98,96,0.5,0.41
,27312,R29095,932-029,24-03-2021 23:04,29-03-2021 13:28,Glu,3,13,4805,2.545,30.5,26.66,5.9689999999999985,28.92,26.05,1158.59,20.99,62.402,30.96,141.89700000000005,210.218,29.38,Approved,4.3,0.26,0.7,4.44,256,0.3,0.49
,27312,R29095,932-029,24-03-2021 23:02,29-03-2021 13:24,Glu,2,4,4810,2.406,30.84,26.63,6.124,29.56,26.08,1165.71,20.337,60.26600000000001,30.102,120.875,199.707,28.618,Approved,4.3,0.26,1.1,4.53,232,0.9,0.81
,27312,R29095,932-029,24-03-2021 22:58,29-03-2021 13:20,Glu,1,5,4811,2.471,30.91,26.61,5.6389999999999985,29.93,26.12,1152.32,20.571,61.201,31.012,131.386,210.218,28.759,Approved,4.42,0.27,0.1,4.26,105,0.5,0.59
,27217,R29036,932-029,24-03-2021 15:36,26-03-2021 14:02,Glu,8,4,1460,2.323,31.3,26.47,5.98,30.02,26.88,1144.28,20.121,61.368,29.632,136.642,210.218,28.247,Approved,1.73,0.26,1.0,3.92,350,0.1,0.62
,27217,R29036,932-029,24-03-2021 15:12,26-03-2021 13:36,Glu,3,1,1471,2.775,31.31,26.59,5.725,27.75,26.72,1158.8,18.841,58.368,28.49,120.875,194.452,27.867,Approved,1.73,0.21,0.5,4.85,145,0.3,0.55
,27217,R29036,932-029,24-03-2021 15:08,26-03-2021 13:32,Glu,2,10,1472,2.912,31.23,26.58,6.045,27.71,26.93,1157.78,18.999,62.403,29.042,110.364,199.707,27.44,Approved,1.73,0.17,0.5,3.64,283,1.8,0.21
,27217,R29036,932-029,24-03-2021 15:06,26-03-2021 13:26,Glu,1,12,1458,2.43,31.16,26.58,5.626,27.85,26.82,1155.21,18.87,60.93,28.387,120.875,204.962,26.859,Approved,1.67,0.21,0.6,3.39,212,0.7,0.27
,27266,R29067,932-029,24-03-2021 11:46,26-03-2021 08:08,Glu,8,15,2276,2.4730000000000003,32.94,25.66,6.166,28.23,27.04,1166.36,22.16,62.148,32.145,126.131,199.707,30.567,Approved,1.65,0.19,1.3,4.29,213,2.8,0.41
,27266,R29067,932-029,24-03-2021 11:32,26-03-2021 07:40,Glu,3,7,2286,2.361,32.04,26.49,5.766,29.18,26.91,1155.73,22.102,61.324,32.202,120.875,189.196,30.44,Approved,1.65,0.22,1.0,4.59,208,1.2,0.53
,27266,R29067,932-029,24-03-2021 11:28,26-03-2021 07:36,Glu,2,4,2288,2.38,31.83,26.45,5.5379999999999985,28.32,26.75,1161.51,22.076,62.255,32.466,136.642,199.707,30.454,Approved,1.65,0.22,1.2,4.93,304,0.3,0.35
,27266,R29067,932-029,24-03-2021 11:26,26-03-2021 07:32,Glu,1,1,2289,2.39,31.7,26.42,5.761,28.23,27.0,1173.0,21.139,59.721,31.319000000000006,126.131,189.196,30.016,Approved,1.77,0.22,1.2,4.85,252,0.0,0.07
,27215,R29034,932-029,24-03-2021 10:56,26-03-2021 02:06,Glu,8,6,1092,2.526,31.67,25.99,5.589,27.36,27.37,1156.22,22.495,62.18600000000001,26.882,120.741,209.984,28.661,Approved,1.65,0.17,0.4,2.09,59,3.2,1.12
,27215,R29034,932-029,24-03-2021 10:22,26-03-2021 01:38,Glu,3,1,1089,2.658,32.0,25.76,5.836,27.76,26.81,1160.68,21.736,61.182,26.344,89.243,204.734,28.618,Approved,1.65,0.17,0.2,1.83,360,3.3,0.85
,27215,R29034,932-029,24-03-2021 09:40,26-03-2021 01:30,Glu,1,1,1087,2.7910000000000004,33.65,24.53,6.261,28.57,27.18,1156.86,21.624,60.949,26.955,125.99,209.984,28.999,Approved,1.67,0.21,0.7,4.63,262,0.6,0.51
,27208,R29027,932-029,24-03-2021 05:38,26-03-2021 00:02,Glu,8,8,1135,2.494,35.06,24.33,5.408,28.76,27.37,1173.73,21.702,61.551,27.438,131.92600000000002,184.696,29.759,Approved,0.58,0.21,0.3,3.13,202,1.4,0.64
,27208,R29027,932-029,24-03-2021 05:22,25-03-2021 23:34,Glu,3,7,1128,2.694,34.31,24.79,5.46,29.34,27.21,1168.04,22.121,60.065,27.9,142.48,200.527,29.333,Approved,0.57,0.31,0.6,4.53,212,0.3,0.14
,27208,R29027,932-029,24-03-2021 05:10,25-03-2021 23:24,Glu,1,16,1123,2.724,32.78,25.75,5.52,27.59,27.16,1177.99,21.43,57.69600000000001,27.562,126.649,211.081,29.72,Approved,0.57,0.24,1.2,4.68,397,0.1,0.45
,27207,R29026,932-029,24-03-2021 12:16,25-03-2021 22:36,Glu,3,5,1385,2.584,31.75,26.28,5.834,27.95,26.61,1168.46,22.028,60.105,26.195,115.491,199.484,28.323,Approved,2.65,0.22,0.6,4.38,142,0.3,0.63
,27207,R29026,932-029,24-03-2021 12:12,25-03-2021 22:32,Glu,2,10,1384,2.607,31.63,26.42,5.992000000000001,28.12,26.49,1176.0,21.567,59.674,25.733,104.992,194.235,28.163,Approved,2.65,0.15,0.5,4.02,108,1.8,0.19
,27207,R29026,932-029,24-03-2021 12:10,25-03-2021 22:26,Glu,1,9,1384,2.649,31.63,26.45,5.442,28.12,26.21,1166.63,21.557,60.464,25.857,110.241,199.484,28.069000000000006,Approved,2.65,0.15,0.2,3.13,340,1.1,1.4
,27243,R29044,932-029,24-03-2021 08:56,25-03-2021 21:18,Glu,8,11,1443,2.499,35.26,24.39,5.977,28.84,26.91,1160.29,18.618,57.567,27.348000000000006,110.364,183.941,27.404,Approved,0.58,0.2,2.0,4.89,395,1.0,0.64
,27243,R29044,932-029,24-03-2021 08:40,25-03-2021 20:56,Glu,3,10,1453,2.556,34.47,24.54,5.643,28.49,26.73,1161.63,18.955,59.968,27.507,99.853,178.685,26.688,Approved,0.57,0.23,0.6,4.21,22,1.1,0.48
,27243,R29044,932-029,24-03-2021 08:38,25-03-2021 20:46,Glu,2,11,1454,2.522,33.92,24.65,5.369,28.54,26.72,1163.35,18.641,57.271,27.086,99.853,199.707,26.737,Approved,0.58,0.22,0.4,4.46,75,0.9,0.33
,27216,R29035,932-029,24-03-2021 21:10,25-03-2021 17:40,Glu,8,15,1453,2.262,31.85,26.17,5.985,33.13,26.52,1170.42,20.579,59.181,27.91,116.053,211.005,26.565,Approved,0.63,0.37,1.6,3.59,317,1.1,0.03
,27216,R29035,932-029,24-03-2021 20:56,25-03-2021 17:14,Glu,3,12,1525,2.38,32.94,25.32,5.641,32.39,26.63,1183.93,20.556,58.941,28.105,110.778,211.005,26.676,Approved,0.63,0.36,1.3,4.15,352,0.1,0.57
,27216,R29035,932-029,24-03-2021 20:52,25-03-2021 17:10,Glu,2,8,1545,2.266,32.17,25.38,5.699,32.2,26.56,1183.18,20.594,60.194,27.588,36.926,211.005,26.484,Approved,0.65,0.26,0.5,2.9,67,3.1,1.26
,27216,R29035,932-029,24-03-2021 20:52,25-03-2021 17:10,Glu,2,8,1545,2.266,32.17,25.38,5.699,32.2,26.56,1183.18,20.594,60.194,27.588,36.926,211.005,26.484,Approved,0.65,0.26,0.5,2.9,67,3.1,1.26
,27216,R29035,932-029,24-03-2021 20:50,25-03-2021 17:06,Glu,1,4,1548,2.196,31.97,25.62,5.915,32.14,26.58,1157.84,20.819000000000006,61.62600000000001,28.846,126.603,211.005,28.236,Approved,0.57,0.31,1.4,4.61,232,0.6,0.39
,27216,R29035,932-029,24-03-2021 20:50,25-03-2021 17:06,Glu,1,4,1548,2.196,31.97,25.62,5.915,32.14,26.58,1157.84,20.819000000000006,61.62600000000001,28.846,126.603,211.005,28.236,Approved,0.57,0.31,1.4,4.61,232,0.6,0.39
,27222,R29041,932-029,24-03-2021 23:44,25-03-2021 15:30,Glu,8,10,1544,2.486,30.66,27.02,5.952000000000001,29.09,26.59,1162.83,19.268,60.346,28.064,120.875,173.43,27.774,Approved,1.28,0.37,0.7,3.76,206,1.4,0.42
,27222,R29041,932-029,24-03-2021 23:44,25-03-2021 15:30,Glu,8,10,1544,2.486,30.66,27.02,5.952000000000001,29.09,26.59,1162.83,19.268,60.346,28.064,120.875,173.43,27.774,Approved,1.28,0.37,0.7,3.76,206,1.4,0.42
,27222,R29041,932-029,24-03-2021 23:30,25-03-2021 15:06,Glu,3,12,1555,2.46,30.5,26.82,5.64,28.47,26.82,1160.98,19.279,58.99100000000001,28.467,131.386,204.962,27.076,Approved,1.37,0.33,0.2,2.75,140,2.2,1.33
,27222,R29041,932-029,24-03-2021 23:30,25-03-2021 15:06,Glu,3,12,1555,2.46,30.5,26.82,5.64,28.47,26.82,1160.98,19.279,58.99100000000001,28.467,131.386,204.962,27.076,Approved,1.37,0.33,0.2,2.75,140,2.2,1.33
,27222,R29041,932-029,24-03-2021 23:26,25-03-2021 15:02,Glu,2,10,1560,2.477,31.04,26.73,5.809,29.07,26.88,1171.63,18.646,56.64100000000001,27.023000000000003,120.875,199.707,27.036,Approved,1.25,0.36,1.1,3.67,183,1.0,0.58
,27222,R29041,932-029,24-03-2021 23:26,25-03-2021 15:02,Glu,2,10,1560,2.477,31.04,26.73,5.809,29.07,26.88,1171.63,18.646,56.64100000000001,27.023000000000003,120.875,199.707,27.036,Approved,1.25,0.36,1.1,3.67,183,1.0,0.58
,27222,R29041,932-029,24-03-2021 23:24,25-03-2021 14:58,Glu,1,11,1563,2.438,31.24,26.65,5.7410000000000005,28.94,26.79,1161.6,19.12,59.53100000000001,28.011,131.386,210.218,27.913,Approved,1.22,0.39,0.7,4.1,153,0.2,0.28
,27222,R29041,932-029,24-03-2021 23:24,25-03-2021 14:58,Glu,1,11,1563,2.438,31.24,26.65,5.7410000000000005,28.94,26.79,1161.6,19.12,59.53100000000001,28.011,131.386,210.218,27.913,Approved,1.22,0.39,0.7,4.1,153,0.2,0.28
,27252,R29053,932-029,24-03-2021 17:50,25-03-2021 10:14,Glu,8,15,1481,2.576,30.91,26.75,5.738,32.62,26.73,1199.47,19.884,54.74,28.999,110.364,168.174,27.44,Approved,1.92,0.29,3.2,4.58,299,1.2,0.33
,27252,R29053,932-029,24-03-2021 17:50,25-03-2021 10:14,Glu,8,15,1481,2.576,30.91,26.75,5.738,32.62,26.73,1199.47,19.884,54.74,28.999,110.364,168.174,27.44,Approved,1.92,0.29,3.2,4.58,299,1.2,0.33
,27252,R29053,932-029,24-03-2021 17:32,25-03-2021 09:46,Glu,2,11,1492,2.4730000000000003,30.5,26.73,5.914,31.65,26.51,1171.93,20.187,60.53100000000001,29.597,110.364,210.218,28.078000000000007,Approved,2.0,0.31,2.6,4.41,190,1.0,0.04
,27252,R29053,932-029,24-03-2021 17:32,25-03-2021 09:46,Glu,2,11,1492,2.4730000000000003,30.5,26.73,5.914,31.65,26.51,1171.93,20.187,60.53100000000001,29.597,110.364,210.218,28.078000000000007,Approved,2.0,0.31,2.6,4.41,190,1.0,0.04
,27253,R29054,932-029,24-03-2021 18:14,25-03-2021 09:30,Glu,8,9,1667,2.229,31.6,26.1,5.359,32.02,26.17,1172.14,21.47,63.639,28.686,116.053,211.005,27.884,Approved,1.15,0.21,0.8,2.28,231,2.4,0.77
,27253,R29054,932-029,24-03-2021 18:14,25-03-2021 09:30,Glu,8,9,1667,2.229,31.6,26.1,5.359,32.02,26.17,1172.14,21.47,63.639,28.686,116.053,211.005,27.884,Approved,1.15,0.21,0.8,2.28,231,2.4,0.77
,27253,R29054,932-029,24-03-2021 18:00,25-03-2021 08:54,Glu,3,1,1645,2.2430000000000003,31.01,26.75,5.421,32.54,26.42,1193.0,21.111,56.687,27.984,105.503,211.005,27.051,Approved,1.15,0.23,0.8,3.86,57,0.0,0.41
,27253,R29054,932-029,24-03-2021 18:00,25-03-2021 08:54,Glu,3,1,1645,2.2430000000000003,31.01,26.75,5.421,32.54,26.42,1193.0,21.111,56.687,27.984,105.503,211.005,27.051,Approved,1.15,0.23,0.8,3.86,57,0.0,0.41
,27253,R29054,932-029,24-03-2021 17:54,25-03-2021 08:44,Glu,1,8,1653,2.25,30.98,26.75,5.983,32.42,26.17,1173.01,20.637,56.341,28.662,126.603,211.005,26.883000000000006,Approved,1.13,0.35,0.3,4.14,339,0.5,1.03
,27253,R29054,932-029,24-03-2021 17:54,25-03-2021 08:44,Glu,1,8,1653,2.25,30.98,26.75,5.983,32.42,26.17,1173.01,20.637,56.341,28.662,126.603,211.005,26.883000000000006,Approved,1.13,0.35,0.3,4.14,339,0.5,1.03
,27209,R29028,932-029,24-03-2021 04:10,25-03-2021 06:40,Glu,7,8,1716,2.424,34.07,24.9,5.766,27.51,25.94,1161.42,19.842,62.477,28.375,131.386,189.196,27.937,Approved,1.65,0.16,0.9,3.35,394,2.0,0.78
,27209,R29028,932-029,24-03-2021 04:10,25-03-2021 06:40,Glu,7,8,1716,2.424,34.07,24.9,5.766,27.51,25.94,1161.42,19.842,62.477,28.375,131.386,189.196,27.937,Approved,1.65,0.16,0.9,3.35,394,2.0,0.78
,27209,R29028,932-029,24-03-2021 03:58,25-03-2021 06:16,Glu,3,16,1708,2.306,33.5,25.22,5.551,27.88,25.25,1166.89,19.152,59.96100000000001,27.577,105.109,157.66299999999995,26.94,Approved,1.67,0.24,0.3,3.67,183,1.1,0.14
,27209,R29028,932-029,24-03-2021 03:58,25-03-2021 06:16,Glu,3,16,1708,2.306,33.5,25.22,5.551,27.88,25.25,1166.89,19.152,59.96100000000001,27.577,105.109,157.66299999999995,26.94,Approved,1.67,0.24,0.3,3.67,183,1.1,0.14
,27209,R29028,932-029,24-03-2021 03:56,25-03-2021 06:12,Glu,2,2,1710,2.498,33.28,25.3,6.051,28.05,25.18,1134.33,19.432,63.849,28.692,131.386,210.218,28.384,Approved,1.65,0.23,0.7,4.48,261,1.4,0.01
,27209,R29028,932-029,24-03-2021 03:56,25-03-2021 06:12,Glu,2,2,1710,2.498,33.28,25.3,6.051,28.05,25.18,1134.33,19.432,63.849,28.692,131.386,210.218,28.384,Approved,1.65,0.23,0.7,4.48,261,1.4,0.01
,27209,R29028,932-029,24-03-2021 03:52,25-03-2021 06:08,Glu,1,2,1714,2.539,33.09,25.45,6.181,28.1,25.18,1136.53,19.754,63.245,29.14,120.875,210.218,28.147,Approved,1.65,0.25,0.3,4.1,246,1.7,0.63
,27209,R29028,932-029,24-03-2021 03:52,25-03-2021 06:08,Glu,1,2,1714,2.539,33.09,25.45,6.181,28.1,25.18,1136.53,19.754,63.245,29.14,120.875,210.218,28.147,Approved,1.65,0.25,0.3,4.1,246,1.7,0.63
,27205,R29024,932-029,24-03-2021 16:10,25-03-2021 06:00,Glu,8,16,1526,2.25,31.13,26.82,6.334,31.46,25.41,1191.66,20.552,55.451,26.885,73.852,211.005,25.385,Approved,2.22,0.19,1.2,4.2,287,1.7,0.0
,27205,R29024,932-029,24-03-2021 16:10,25-03-2021 06:00,Glu,8,16,1526,2.25,31.13,26.82,6.334,31.46,25.41,1191.66,20.552,55.451,26.885,73.852,211.005,25.385,Approved,2.22,0.19,1.2,4.2,287,1.7,0.0
,27205,R29024,932-029,24-03-2021 15:56,25-03-2021 05:40,Glu,4,2,1529,2.286,30.77,26.73,5.678,30.98,26.36,1148.0,21.004,63.381,28.256,105.503,211.005,26.748,Approved,2.03,0.14,2.0,3.41,144,1.5,0.95
,27205,R29024,932-029,24-03-2021 15:56,25-03-2021 05:40,Glu,4,2,1529,2.286,30.77,26.73,5.678,30.98,26.36,1148.0,21.004,63.381,28.256,105.503,211.005,26.748,Approved,2.03,0.14,2.0,3.41,144,1.5,0.95
,27205,R29024,932-029,24-03-2021 15:54,25-03-2021 05:36,Glu,3,4,1532,2.316,30.77,26.77,5.777,30.27,26.24,1167.78,20.18,58.752,27.033,116.053,211.005,26.16,Approved,2.12,0.24,1.9,4.36,237,0.5,0.34
,27205,R29024,932-029,24-03-2021 15:54,25-03-2021 05:36,Glu,3,4,1532,2.316,30.77,26.77,5.777,30.27,26.24,1167.78,20.18,58.752,27.033,116.053,211.005,26.16,Approved,2.12,0.24,1.9,4.36,237,0.5,0.34
,27205,R29024,932-029,24-03-2021 15:50,25-03-2021 05:30,Glu,2,1,1537,2.525,31.11,26.72,5.353,29.68,26.36,1208.38,20.169,54.582,27.713,121.328,211.005,25.33,Approved,2.08,0.24,1.9,4.36,34,0.3,0.01
,27205,R29024,932-029,24-03-2021 15:50,25-03-2021 05:30,Glu,2,1,1537,2.525,31.11,26.72,5.353,29.68,26.36,1208.38,20.169,54.582,27.713,121.328,211.005,25.33,Approved,2.08,0.24,1.9,4.36,34,0.3,0.01
,27177,R29014,932-029,24-03-2021 13:08,25-03-2021 04:30,Glu,8,6,1322,2.612,31.56,26.51,6.025,29.23,26.45,1193.15,21.387,54.791,25.637,115.491,183.736,26.674,Approved,2.03,0.4,1.1,4.83,378,1.5,0.34
,27177,R29014,932-029,24-03-2021 13:08,25-03-2021 04:30,Glu,8,6,1322,2.612,31.56,26.51,6.025,29.23,26.45,1193.15,21.387,54.791,25.637,115.491,183.736,26.674,Approved,2.03,0.4,1.1,4.83,378,1.5,0.34
,27177,R29014,932-029,24-03-2021 12:52,25-03-2021 04:02,Glu,3,8,1325,2.584,31.82,26.33,5.685,27.83,26.22,1182.91,21.632,58.848,25.641,115.491,178.486,27.065,Approved,2.03,0.2,2.4,2.53,3,1.2,1.74
,27177,R29014,932-029,24-03-2021 12:52,25-03-2021 04:02,Glu,3,8,1325,2.584,31.82,26.33,5.685,27.83,26.22,1182.91,21.632,58.848,25.641,115.491,178.486,27.065,Approved,2.03,0.2,2.4,2.53,3,1.2,1.74
,27177,R29014,932-029,24-03-2021 12:50,25-03-2021 03:58,Glu,2,3,1325,2.508,31.95,26.29,5.693,28.07,26.42,1161.72,22.226,57.723,26.932,120.741,199.484,28.01,Approved,2.02,0.27,1.6,4.76,175,0.4,0.21
,27177,R29014,932-029,24-03-2021 12:50,25-03-2021 03:58,Glu,2,3,1325,2.508,31.95,26.29,5.693,28.07,26.42,1161.72,22.226,57.723,26.932,120.741,199.484,28.01,Approved,2.02,0.27,1.6,4.76,175,0.4,0.21
,27177,R29014,932-029,24-03-2021 12:44,25-03-2021 03:54,Glu,1,2,1326,2.49,32.46,25.9,6.152,28.42,26.43,1149.4,22.629,62.87300000000001,27.47,94.493,209.984,28.891,Approved,2.13,0.24,1.3,4.51,268,0.2,0.37
,27177,R29014,932-029,24-03-2021 12:44,25-03-2021 03:54,Glu,1,2,1326,2.49,32.46,25.9,6.152,28.42,26.43,1149.4,22.629,62.87300000000001,27.47,94.493,209.984,28.891,Approved,2.13,0.24,1.3,4.51,268,0.2,0.37
,27203,R29022,932-029,24-03-2021 03:48,25-03-2021 02:10,Glu,8,3,1601,2.372,32.71,25.69,5.2410000000000005,27.71,26.17,1159.25,22.652,61.288,28.907,131.92600000000002,211.081,29.461,Approved,2.03,0.19,1.7,4.3,215,0.6,0.2
,27203,R29022,932-029,24-03-2021 03:48,25-03-2021 02:10,Glu,8,3,1601,2.372,32.71,25.69,5.2410000000000005,27.71,26.17,1159.25,22.652,61.288,28.907,131.92600000000002,211.081,29.461,Approved,2.03,0.19,1.7,4.3,215,0.6,0.2
,27203,R29022,932-029,24-03-2021 03:26,25-03-2021 01:42,Glu,2,4,1636,2.474,30.79,26.93,5.646,27.65,26.38,1167.26,22.199,60.315,28.35,131.92600000000002,205.804,29.33,Approved,2.12,0.19,2.1,2.98,8,1.7,1.51
,27203,R29022,932-029,24-03-2021 03:26,25-03-2021 01:42,Glu,2,4,1636,2.474,30.79,26.93,5.646,27.65,26.38,1167.26,22.199,60.315,28.35,131.92600000000002,205.804,29.33,Approved,2.12,0.19,2.1,2.98,8,1.7,1.51
,27203,R29022,932-029,24-03-2021 03:22,25-03-2021 01:38,Glu,1,3,1640,2.487,30.79,26.88,5.488,27.51,26.36,1155.5,22.537,59.82100000000001,29.188,89.71,211.081,29.76,Approved,2.15,0.24,1.8,4.84,2,0.4,0.36
,27203,R29022,932-029,24-03-2021 03:22,25-03-2021 01:38,Glu,1,3,1640,2.487,30.79,26.88,5.488,27.51,26.36,1155.5,22.537,59.82100000000001,29.188,89.71,211.081,29.76,Approved,2.15,0.24,1.8,4.84,2,0.4,0.36
,27178,R29015,932-029,23-03-2021 23:48,25-03-2021 01:28,Glu,8,3,1965,2.352,31.83,25.69,5.353,27.53,26.03,1165.75,20.807,59.718,28.417,116.053,211.005,26.537,Approved,0.58,0.2,0.8,4.08,173,0.1,0.09
,27178,R29015,932-029,23-03-2021 23:48,25-03-2021 01:28,Glu,8,3,1965,2.352,31.83,25.69,5.353,27.53,26.03,1165.75,20.807,59.718,28.417,116.053,211.005,26.537,Approved,0.58,0.2,0.8,4.08,173,0.1,0.09
,27178,R29015,932-029,23-03-2021 23:32,25-03-2021 01:04,Glu,3,3,2053,2.297,30.49,25.76,5.347,27.46,26.43,1159.12,21.19,60.118,28.563,79.127,211.005,26.534,Approved,0.62,0.24,1.2,4.49,195,0.8,0.39
,27178,R29015,932-029,23-03-2021 23:32,25-03-2021 01:04,Glu,3,3,2053,2.297,30.49,25.76,5.347,27.46,26.43,1159.12,21.19,60.118,28.563,79.127,211.005,26.534,Approved,0.62,0.24,1.2,4.49,195,0.8,0.39
,27178,R29015,932-029,23-03-2021 23:30,25-03-2021 01:00,Glu,2,3,2068,2.29,30.45,25.82,5.28,27.49,26.38,1160.03,20.368,54.887,27.906,105.503,211.005,27.098000000000006,Approved,0.62,0.24,1.1,4.75,245,1.2,0.43
,27178,R29015,932-029,23-03-2021 23:30,25-03-2021 01:00,Glu,2,3,2068,2.29,30.45,25.82,5.28,27.49,26.38,1160.03,20.368,54.887,27.906,105.503,211.005,27.098000000000006,Approved,0.62,0.24,1.1,4.75,245,1.2,0.43
,27178,R29015,932-029,23-03-2021 23:26,25-03-2021 00:56,Glu,1,2,2073,2.305,30.64,25.99,5.7860000000000005,27.76,26.35,1148.18,20.509,62.69300000000001,28.6,105.503,211.005,27.108,Approved,0.62,0.17,1.0,3.17,275,0.3,0.54
,27178,R29015,932-029,23-03-2021 23:26,25-03-2021 00:56,Glu,1,2,2073,2.305,30.64,25.99,5.7860000000000005,27.76,26.35,1148.18,20.509,62.69300000000001,28.6,105.503,211.005,27.108,Approved,0.62,0.17,1.0,3.17,275,0.3,0.54
,27211,R29030,932-029,24-03-2021 06:02,25-03-2021 00:50,Glu,8,3,1820,2.366,35.5,24.12,5.504,28.77,26.43,1136.95,19.651,61.256,28.912,131.386,210.218,27.851,Approved,0.57,0.23,0.4,3.57,81,1.3,1.11
,27211,R29030,932-029,24-03-2021 06:02,25-03-2021 00:50,Glu,8,3,1820,2.366,35.5,24.12,5.504,28.77,26.43,1136.95,19.651,61.256,28.912,131.386,210.218,27.851,Approved,0.57,0.23,0.4,3.57,81,1.3,1.11
,27211,R29030,932-029,24-03-2021 05:46,25-03-2021 00:24,Glu,3,3,1848,2.3,35.82,24.28,5.653,29.44,26.38,1136.46,19.604,61.824,28.822,136.642,210.218,28.95,Approved,0.57,0.29,0.9,4.48,260,0.5,0.69
,27211,R29030,932-029,24-03-2021 05:46,25-03-2021 00:24,Glu,3,3,1848,2.3,35.82,24.28,5.653,29.44,26.38,1136.46,19.604,61.824,28.822,136.642,210.218,28.95,Approved,0.57,0.29,0.9,4.48,260,0.5,0.69
,27211,R29030,932-029,24-03-2021 05:44,25-03-2021 00:18,Glu,2,3,1849,2.303,35.52,24.3,5.394,29.04,26.28,1140.47,19.142,60.855,28.618,68.321,210.218,28.039,Approved,0.55,0.3,0.8,3.77,260,0.0,0.14
,27211,R29030,932-029,24-03-2021 05:44,25-03-2021 00:18,Glu,2,3,1849,2.303,35.52,24.3,5.394,29.04,26.28,1140.47,19.142,60.855,28.618,68.321,210.218,28.039,Approved,0.55,0.3,0.8,3.77,260,0.0,0.14
,27211,R29030,932-029,24-03-2021 05:40,25-03-2021 00:14,Glu,1,3,1850,2.389,35.42,24.26,5.492000000000001,28.84,26.19,1142.54,19.419,61.738,28.741,141.89700000000005,210.218,28.518,Approved,0.67,0.35,1.0,4.09,283,0.6,0.23
