bcr_dir,RunNumberPartNumberID,RunNumber,PartNumber,ca_time,ym_time,Sensor,BoardNumber,ArrayNumber,time_betw_scan_min,CA,CA Humidity,CA Temperature,YM,YM Humidity,YM Temperature,CA_cav_dia,CA_void_cav,CA_cav_depth,Ca_void_mem,CA_overlap_min,CA_overlap_max,YM_void_mem,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac h�j O2,Sensitivity [pA/�M],t on 10/5 mM glu/lac [s],Lav O2 - H�j O2
,27219,R29038,932-029,22-03-2021 20:04,23-03-2021 12:00,Glu,3,11,789,2.327,28.15,27.95,5.4929999999999986,28.37,26.26,1178.24,21.255,55.245,24.836,110.241,178.486,26.915,Approved,1.83,0.22,1.9,4.72,285,1.5,0.15
,27219,R29038,932-029,22-03-2021 20:04,23-03-2021 12:00,Glu,3,11,789,2.327,28.15,27.95,5.4929999999999986,28.37,26.26,1178.24,21.255,55.245,24.836,110.241,178.486,26.915,Approved,1.83,0.22,1.9,4.72,285,1.5,0.15
,27219,R29038,932-029,22-03-2021 20:00,23-03-2021 11:56,Glu,2,4,788,2.343,28.45,27.97,5.489,29.19,26.06,1176.81,21.936,55.917,26.262,89.243,194.235,28.187,Approved,1.87,0.3,1.0,3.87,224,0.3,0.24
,27219,R29038,932-029,22-03-2021 20:00,23-03-2021 11:56,Glu,2,4,788,2.343,28.45,27.97,5.489,29.19,26.06,1176.81,21.936,55.917,26.262,89.243,194.235,28.187,Approved,1.87,0.3,1.0,3.87,224,0.3,0.24
,27219,R29038,932-029,22-03-2021 19:58,23-03-2021 11:50,Glu,1,4,790,2.417,28.35,27.95,5.86,29.26,25.43,1181.1,21.505,55.534,25.708,125.99,199.484,27.905,Approved,1.8,0.24,2.0,4.62,329,0.8,0.33
,27219,R29038,932-029,22-03-2021 19:58,23-03-2021 11:50,Glu,1,4,790,2.417,28.35,27.95,5.86,29.26,25.43,1181.1,21.505,55.534,25.708,125.99,199.484,27.905,Approved,1.8,0.24,2.0,4.62,329,0.8,0.33
,27155,R28992,932-029,22-03-2021 09:28,23-03-2021 09:58,Glu,8,11,1118,2.638,29.24,26.68,6.392,29.24,26.47,1154.19,24.219,71.035,28.271,110.241,209.984,29.675,Approved,1.72,0.27,0.9,4.89,217,1.4,0.17
,27155,R28992,932-029,22-03-2021 09:28,23-03-2021 09:58,Glu,8,11,1118,2.638,29.24,26.68,6.392,29.24,26.47,1154.19,24.219,71.035,28.271,110.241,209.984,29.675,Approved,1.72,0.27,0.9,4.89,217,1.4,0.17
,27155,R28992,932-029,22-03-2021 09:14,23-03-2021 09:30,Glu,3,4,1120,2.592,27.09,27.9,6.134,28.72,25.32,1154.25,23.612,66.348,27.852,104.992,209.984,29.057,Approved,1.72,0.25,1.3,4.9,248,2.2,0.3
,27155,R28992,932-029,22-03-2021 09:14,23-03-2021 09:30,Glu,3,4,1120,2.592,27.09,27.9,6.134,28.72,25.32,1154.25,23.612,66.348,27.852,104.992,209.984,29.057,Approved,1.72,0.25,1.3,4.9,248,2.2,0.3
,27155,R28992,932-029,22-03-2021 09:10,23-03-2021 09:26,Glu,2,10,1122,2.633,27.86,27.74,6.403,29.53,25.39,1159.29,23.66,69.11399999999999,27.157,94.493,183.736,28.759,Approved,1.7,0.3,1.5,4.8,286,4.2,0.49
,27155,R28992,932-029,22-03-2021 09:10,23-03-2021 09:26,Glu,2,10,1122,2.633,27.86,27.74,6.403,29.53,25.39,1159.29,23.66,69.11399999999999,27.157,94.493,183.736,28.759,Approved,1.7,0.3,1.5,4.8,286,4.2,0.49
,27155,R28992,932-029,22-03-2021 09:08,23-03-2021 09:22,Glu,1,15,1122,2.454,28.12,27.64,6.013,29.78,25.43,1165.21,23.407,68.023,27.242,115.491,199.484,29.263,Approved,1.82,0.25,0.6,4.07,21,0.3,0.13
,27155,R28992,932-029,22-03-2021 09:08,23-03-2021 09:22,Glu,1,15,1122,2.454,28.12,27.64,6.013,29.78,25.43,1165.21,23.407,68.023,27.242,115.491,199.484,29.263,Approved,1.82,0.25,0.6,4.07,21,0.3,0.13
,27160,R28997,932-029,22-03-2021 08:48,23-03-2021 08:46,Glu,3,13,1231,2.587,29.75,26.52,5.952000000000001,30.0,26.88,1171.88,22.526,60.68,32.208,116.053,211.005,30.577,Approved,1.67,0.23,0.9,4.99,173,0.7,0.16
,27160,R28997,932-029,22-03-2021 08:48,23-03-2021 08:46,Glu,3,13,1231,2.587,29.75,26.52,5.952000000000001,30.0,26.88,1171.88,22.526,60.68,32.208,116.053,211.005,30.577,Approved,1.67,0.23,0.9,4.99,173,0.7,0.16
,27160,R28997,932-029,22-03-2021 08:44,23-03-2021 08:42,Glu,2,4,1235,2.29,29.7,26.75,6.175,29.98,26.88,1177.62,22.251,58.535,31.451,110.778,211.005,30.43,Approved,1.68,0.25,0.7,4.55,44,0.4,0.44
,27160,R28997,932-029,22-03-2021 08:44,23-03-2021 08:42,Glu,2,4,1235,2.29,29.7,26.75,6.175,29.98,26.88,1177.62,22.251,58.535,31.451,110.778,211.005,30.43,Approved,1.68,0.25,0.7,4.55,44,0.4,0.44
,27160,R28997,932-029,22-03-2021 08:42,23-03-2021 08:36,Glu,1,3,1228,2.495,28.69,26.93,5.499,30.25,26.75,1170.42,22.093000000000004,59.669,30.793000000000006,105.503,211.005,29.768,Approved,1.7,0.25,0.7,4.54,31,0.7,0.21
,27160,R28997,932-029,22-03-2021 08:42,23-03-2021 08:36,Glu,1,3,1228,2.495,28.69,26.93,5.499,30.25,26.75,1170.42,22.093000000000004,59.669,30.793000000000006,105.503,211.005,29.768,Approved,1.7,0.25,0.7,4.54,31,0.7,0.21
,27061,R28961,932-029,22-03-2021 17:26,23-03-2021 07:44,Glu,8,7,536,2.3280000000000003,26.25,29.24,5.646,28.08,26.63,1157.84,22.391,60.42,28.082,89.71,211.081,31.188,Approved,1.87,0.23,0.1,3.38,28,0.3,0.42
,27061,R28961,932-029,22-03-2021 17:26,23-03-2021 07:44,Glu,8,7,536,2.3280000000000003,26.25,29.24,5.646,28.08,26.63,1157.84,22.391,60.42,28.082,89.71,211.081,31.188,Approved,1.87,0.23,0.1,3.38,28,0.3,0.42
,27061,R28961,932-029,22-03-2021 17:12,23-03-2021 07:16,Glu,3,16,535,2.517,26.99,29.0,5.532,28.62,26.58,1165.91,22.8,60.489,27.999,84.432,168.865,30.811,Approved,1.87,0.19,0.3,2.49,22,0.2,1.19
,27061,R28961,932-029,22-03-2021 17:12,23-03-2021 07:16,Glu,3,16,535,2.517,26.99,29.0,5.532,28.62,26.58,1165.91,22.8,60.489,27.999,84.432,168.865,30.811,Approved,1.87,0.19,0.3,2.49,22,0.2,1.19
,27061,R28961,932-029,22-03-2021 17:06,23-03-2021 07:02,Glu,1,10,532,2.441,26.85,28.94,6.4129999999999985,28.6,26.45,1161.06,22.21,61.692,27.645,110.818,195.25,31.557,Approved,1.87,0.24,1.2,4.37,338,0.3,0.3
,27061,R28961,932-029,22-03-2021 17:06,23-03-2021 07:02,Glu,1,10,532,2.441,26.85,28.94,6.4129999999999985,28.6,26.45,1161.06,22.21,61.692,27.645,110.818,195.25,31.557,Approved,1.87,0.24,1.2,4.37,338,0.3,0.3
,27163,R29000,932-029,22-03-2021 13:02,23-03-2021 04:02,Glu,8,5,529,2.298,27.33,28.78,6.557,30.12,26.35,1163.03,24.112,63.38,29.884,116.095,211.081,33.096,Approved,1.8,0.22,2.0,4.15,367,2.9,0.29
,27163,R29000,932-029,22-03-2021 13:02,23-03-2021 04:02,Glu,8,5,529,2.298,27.33,28.78,6.557,30.12,26.35,1163.03,24.112,63.38,29.884,116.095,211.081,33.096,Approved,1.8,0.22,2.0,4.15,367,2.9,0.29
,27163,R29000,932-029,22-03-2021 12:48,23-03-2021 03:36,Glu,3,2,532,2.256,27.58,28.59,6.074,29.71,26.84,1163.77,24.303,64.862,29.883000000000006,89.71,174.142,33.281,Approved,1.92,0.25,0.5,4.33,179,0.1,0.05
,27163,R29000,932-029,22-03-2021 12:48,23-03-2021 03:36,Glu,3,2,532,2.256,27.58,28.59,6.074,29.71,26.84,1163.77,24.303,64.862,29.883000000000006,89.71,174.142,33.281,Approved,1.92,0.25,0.5,4.33,179,0.1,0.05
,27163,R29000,932-029,22-03-2021 12:44,23-03-2021 03:32,Glu,2,15,532,2.358,27.41,28.54,6.295,29.28,26.82,1154.23,24.41,64.374,30.52,126.649,174.142,34.129,Approved,1.95,0.23,0.7,4.28,270,1.0,0.3
,27163,R29000,932-029,22-03-2021 12:44,23-03-2021 03:32,Glu,2,15,532,2.358,27.41,28.54,6.295,29.28,26.82,1154.23,24.41,64.374,30.52,126.649,174.142,34.129,Approved,1.95,0.23,0.7,4.28,270,1.0,0.3
,27163,R29000,932-029,22-03-2021 12:42,23-03-2021 03:28,Glu,1,4,528,2.419,27.26,28.52,6.216,29.61,26.73,1163.25,24.291,63.97,30.965,121.372,174.142,33.523,Approved,1.85,0.25,0.9,4.29,231,0.9,0.25
,27163,R29000,932-029,22-03-2021 12:42,23-03-2021 03:28,Glu,1,4,528,2.419,27.26,28.52,6.216,29.61,26.73,1163.25,24.291,63.97,30.965,121.372,174.142,33.523,Approved,1.85,0.25,0.9,4.29,231,0.9,0.25
,27162,R28999,932-029,22-03-2021 12:02,23-03-2021 03:20,Glu,8,4,497,2.331,27.41,28.11,6.53,28.4,26.75,1177.75,24.223000000000006,59.807,28.519,120.741,209.984,31.139,Approved,1.82,0.26,0.8,4.36,382,1.0,0.31
,27162,R28999,932-029,22-03-2021 12:02,23-03-2021 03:20,Glu,8,4,497,2.331,27.41,28.11,6.53,28.4,26.75,1177.75,24.223000000000006,59.807,28.519,120.741,209.984,31.139,Approved,1.82,0.26,0.8,4.36,382,1.0,0.31
,27162,R28999,932-029,22-03-2021 11:46,23-03-2021 02:52,Glu,3,11,510,2.3680000000000003,29.51,27.16,6.524,28.65,26.68,1177.61,24.047,58.668,27.858,104.992,178.486,30.646,Approved,1.82,0.21,0.9,3.97,290,2.0,0.43
,27162,R28999,932-029,22-03-2021 11:46,23-03-2021 02:52,Glu,3,11,510,2.3680000000000003,29.51,27.16,6.524,28.65,26.68,1177.61,24.047,58.668,27.858,104.992,178.486,30.646,Approved,1.82,0.21,0.9,3.97,290,2.0,0.43
,27162,R28999,932-029,22-03-2021 11:44,23-03-2021 02:48,Glu,2,11,508,2.4090000000000003,30.17,26.68,6.4289999999999985,29.23,26.61,1182.74,23.499,57.293,27.698,115.491,173.236,30.212,Approved,1.83,0.26,1.0,4.16,243,1.2,0.23
,27162,R28999,932-029,22-03-2021 11:44,23-03-2021 02:48,Glu,2,11,508,2.4090000000000003,30.17,26.68,6.4289999999999985,29.23,26.61,1182.74,23.499,57.293,27.698,115.491,173.236,30.212,Approved,1.83,0.26,1.0,4.16,243,1.2,0.23
,27162,R28999,932-029,22-03-2021 11:40,23-03-2021 02:44,Glu,1,12,507,2.565,29.95,26.68,5.515,29.14,26.7,1177.39,23.654,58.175,28.277,131.24,204.734,30.475,Approved,1.85,0.24,0.3,4.6,45,0.1,0.09
,27162,R28999,932-029,22-03-2021 11:40,23-03-2021 02:44,Glu,1,12,507,2.565,29.95,26.68,5.515,29.14,26.7,1177.39,23.654,58.175,28.277,131.24,204.734,30.475,Approved,1.85,0.24,0.3,4.6,45,0.1,0.09
,27157,R28994,932-029,21-03-2021 15:20,23-03-2021 00:08,Glu,8,11,1429,2.426,27.61,27.69,6.622000000000001,33.85,26.7,1168.96,24.88,61.94300000000001,28.973000000000006,110.241,209.984,31.95,Approved,1.37,0.2,1.2,4.54,271,2.7,0.7
,27157,R28994,932-029,21-03-2021 15:20,23-03-2021 00:08,Glu,8,11,1429,2.426,27.61,27.69,6.622000000000001,33.85,26.7,1168.96,24.88,61.94300000000001,28.973000000000006,110.241,209.984,31.95,Approved,1.37,0.2,1.2,4.54,271,2.7,0.7
,27157,R28994,932-029,21-03-2021 15:04,22-03-2021 23:24,Glu,3,15,1438,2.594,28.99,26.52,7.018,33.21,26.38,1161.3,25.457,59.94600000000001,29.704,73.494,209.984,32.423,Approved,1.37,0.22,1.0,4.66,319,2.8,0.44
,27157,R28994,932-029,21-03-2021 15:04,22-03-2021 23:24,Glu,3,15,1438,2.594,28.99,26.52,7.018,33.21,26.38,1161.3,25.457,59.94600000000001,29.704,73.494,209.984,32.423,Approved,1.37,0.22,1.0,4.66,319,2.8,0.44
,27157,R28994,932-029,21-03-2021 15:02,22-03-2021 23:18,Glu,2,16,1437,2.526,29.14,26.73,6.285,32.88,26.1,1168.04,24.15,59.16,28.383000000000006,68.245,188.985,31.457,Approved,1.37,0.2,0.2,4.76,63,0.5,0.17
,27157,R28994,932-029,21-03-2021 15:02,22-03-2021 23:18,Glu,2,16,1437,2.526,29.14,26.73,6.285,32.88,26.1,1168.04,24.15,59.16,28.383000000000006,68.245,188.985,31.457,Approved,1.37,0.2,0.2,4.76,63,0.5,0.17
,27157,R28994,932-029,21-03-2021 14:58,22-03-2021 23:14,Glu,1,4,1437,2.449,27.98,27.62,7.335,33.87,26.56,1162.47,25.189,58.964,29.114,110.241,183.736,32.483000000000004,Approved,1.38,0.17,1.5,4.86,290,4.0,0.27
,27157,R28994,932-029,21-03-2021 14:58,22-03-2021 23:14,Glu,1,4,1437,2.449,27.98,27.62,7.335,33.87,26.56,1162.47,25.189,58.964,29.114,110.241,183.736,32.483000000000004,Approved,1.38,0.17,1.5,4.86,290,4.0,0.27
,27063,R28963,932-029,21-03-2021 08:02,22-03-2021 23:00,Glu,8,2,1690,2.44,28.6,26.42,6.309,32.98,26.75,1170.72,20.267,60.956,27.863000000000003,121.328,211.005,28.991,Approved,1.6,0.22,0.2,4.78,190,2.8,2.09
,27063,R28963,932-029,21-03-2021 08:02,22-03-2021 23:00,Glu,8,2,1690,2.44,28.6,26.42,6.309,32.98,26.75,1170.72,20.267,60.956,27.863000000000003,121.328,211.005,28.991,Approved,1.6,0.22,0.2,4.78,190,2.8,2.09
,27063,R28963,932-029,21-03-2021 07:48,22-03-2021 22:38,Glu,3,11,1704,2.334,27.68,27.21,5.867000000000001,33.25,26.43,1172.44,20.946,58.57899999999999,28.225,89.677,211.005,29.178,Approved,1.7,0.26,0.2,4.17,51,0.9,0.82
,27063,R28963,932-029,21-03-2021 07:48,22-03-2021 22:38,Glu,3,11,1704,2.334,27.68,27.21,5.867000000000001,33.25,26.43,1172.44,20.946,58.57899999999999,28.225,89.677,211.005,29.178,Approved,1.7,0.26,0.2,4.17,51,0.9,0.82
,27063,R28963,932-029,21-03-2021 07:44,22-03-2021 22:34,Glu,2,16,1708,2.364,27.68,27.16,6.107,33.41,26.45,1189.84,20.865,58.81,28.348000000000006,105.503,211.005,28.527,Approved,1.67,0.23,0.5,3.26,14,2.0,1.77
,27063,R28963,932-029,21-03-2021 07:44,22-03-2021 22:34,Glu,2,16,1708,2.364,27.68,27.16,6.107,33.41,26.45,1189.84,20.865,58.81,28.348000000000006,105.503,211.005,28.527,Approved,1.67,0.23,0.5,3.26,14,2.0,1.77
,27063,R28963,932-029,21-03-2021 07:42,22-03-2021 22:30,Glu,1,9,1712,2.44,27.61,27.12,6.693,33.28,26.84,1170.59,20.708,62.637,28.193,110.778,211.005,29.258000000000006,Approved,1.7,0.23,0.5,4.36,202,1.7,0.39
,27063,R28963,932-029,21-03-2021 07:42,22-03-2021 22:30,Glu,1,9,1712,2.44,27.61,27.12,6.693,33.28,26.84,1170.59,20.708,62.637,28.193,110.778,211.005,29.258000000000006,Approved,1.7,0.23,0.5,4.36,202,1.7,0.39
,27066,R28966,932-029,21-03-2021 14:54,22-03-2021 22:18,Glu,8,4,975,2.402,26.45,28.75,6.256,33.9,26.58,1159.87,19.858,59.202,28.598000000000006,110.364,199.707,28.875,Approved,1.37,0.18,0.1,2.95,211,3.9,0.72
,27066,R28966,932-029,21-03-2021 14:54,22-03-2021 22:18,Glu,8,4,975,2.402,26.45,28.75,6.256,33.9,26.58,1159.87,19.858,59.202,28.598000000000006,110.364,199.707,28.875,Approved,1.37,0.18,0.1,2.95,211,3.9,0.72
,27066,R28966,932-029,21-03-2021 14:40,22-03-2021 21:52,Glu,3,2,972,2.496,26.32,28.73,6.6179999999999986,32.98,26.73,1155.73,20.103,63.697,28.886,105.109,204.962,30.518,Approved,1.37,0.21,0.1,4.27,88,0.5,0.52
,27066,R28966,932-029,21-03-2021 14:40,22-03-2021 21:52,Glu,3,2,972,2.496,26.32,28.73,6.6179999999999986,32.98,26.73,1155.73,20.103,63.697,28.886,105.109,204.962,30.518,Approved,1.37,0.21,0.1,4.27,88,0.5,0.52
,27066,R28966,932-029,21-03-2021 14:34,22-03-2021 21:42,Glu,1,10,974,2.692,26.08,28.71,6.351,33.62,26.58,1166.89,18.969,59.243,27.16,84.087,189.196,28.045,Approved,1.37,0.2,1.0,4.5,181,1.6,0.11
,27066,R28966,932-029,21-03-2021 14:34,22-03-2021 21:42,Glu,1,10,974,2.692,26.08,28.71,6.351,33.62,26.58,1166.89,18.969,59.243,27.16,84.087,189.196,28.045,Approved,1.37,0.2,1.0,4.5,181,1.6,0.11
,27060,R28960,932-029,21-03-2021 11:34,22-03-2021 20:46,Glu,8,13,1262,2.547,25.81,28.77,5.681,33.09,26.19,1160.69,22.35,61.489,26.288,120.741,199.484,29.545,Approved,1.57,0.26,0.4,4.11,16,0.3,0.25
,27060,R28960,932-029,21-03-2021 11:34,22-03-2021 20:46,Glu,8,13,1262,2.547,25.81,28.77,5.681,33.09,26.19,1160.69,22.35,61.489,26.288,120.741,199.484,29.545,Approved,1.57,0.26,0.4,4.11,16,0.3,0.25
,27060,R28960,932-029,21-03-2021 11:20,22-03-2021 20:18,Glu,3,7,1293,2.46,26.18,28.7,5.41,33.5,26.21,1170.05,22.275,59.755,25.697,104.992,152.238,29.296,Approved,1.57,0.23,0.4,4.55,191,0.3,0.04
,27060,R28960,932-029,21-03-2021 11:20,22-03-2021 20:18,Glu,3,7,1293,2.46,26.18,28.7,5.41,33.5,26.21,1170.05,22.275,59.755,25.697,104.992,152.238,29.296,Approved,1.57,0.23,0.4,4.55,191,0.3,0.04
,27060,R28960,932-029,21-03-2021 11:16,22-03-2021 20:14,Glu,2,15,1296,2.582,25.95,28.71,5.928,33.33,26.28,1162.3,22.043000000000006,60.42,25.814,94.493,173.236,29.097,Approved,1.55,0.23,0.4,3.63,60,0.1,0.22
,27060,R28960,932-029,21-03-2021 11:16,22-03-2021 20:14,Glu,2,15,1296,2.582,25.95,28.71,5.928,33.33,26.28,1162.3,22.043000000000006,60.42,25.814,94.493,173.236,29.097,Approved,1.55,0.23,0.4,3.63,60,0.1,0.22
,27012,R28936,932-029,21-03-2021 09:30,22-03-2021 17:22,Glu,3,12,1218,2.483,26.13,28.47,6.214,33.25,26.06,1178.43,25.235,59.98,29.784,115.491,204.734,32.193000000000005,Approved,1.68,0.26,0.0,4.5,230,0.3,0.28
,27012,R28936,932-029,21-03-2021 09:30,22-03-2021 17:22,Glu,3,12,1218,2.483,26.13,28.47,6.214,33.25,26.06,1178.43,25.235,59.98,29.784,115.491,204.734,32.193000000000005,Approved,1.68,0.26,0.0,4.5,230,0.3,0.28
,27012,R28936,932-029,21-03-2021 09:28,22-03-2021 17:16,Glu,2,1,1232,2.526,25.98,28.45,7.215,32.98,26.15,1178.96,24.421,56.172,28.603,99.742,183.736,31.388,Approved,1.62,0.24,0.1,2.34,340,4.6,0.98
,27012,R28936,932-029,21-03-2021 09:28,22-03-2021 17:16,Glu,2,1,1232,2.526,25.98,28.45,7.215,32.98,26.15,1178.96,24.421,56.172,28.603,99.742,183.736,31.388,Approved,1.62,0.24,0.1,2.34,340,4.6,0.98
,27012,R28936,932-029,21-03-2021 09:24,22-03-2021 17:12,Glu,1,8,1230,2.481,25.98,28.41,6.597,32.51,26.08,1190.62,24.22,56.93899999999999,28.201,94.493,178.486,31.159,Approved,1.68,0.23,0.0,3.25,247,0.4,1.0
,27012,R28936,932-029,21-03-2021 09:24,22-03-2021 17:12,Glu,1,8,1230,2.481,25.98,28.41,6.597,32.51,26.08,1190.62,24.22,56.93899999999999,28.201,94.493,178.486,31.159,Approved,1.68,0.23,0.0,3.25,247,0.4,1.0
,27075,R28975,932-029,21-03-2021 14:30,22-03-2021 17:04,Glu,8,14,1017,2.283,26.0,28.68,6.028,33.15,25.8,1174.94,22.479,78.736,30.498,110.778,211.005,28.991,Approved,1.58,0.23,0.4,4.7,81,1.2,0.26
,27075,R28975,932-029,21-03-2021 14:30,22-03-2021 17:04,Glu,8,14,1017,2.283,26.0,28.68,6.028,33.15,25.8,1174.94,22.479,78.736,30.498,110.778,211.005,28.991,Approved,1.58,0.23,0.4,4.7,81,1.2,0.26
,27075,R28975,932-029,21-03-2021 14:08,22-03-2021 16:38,Glu,3,4,1033,2.209,26.52,28.52,6.358,33.89,26.28,1167.55,22.244,74.058,30.206,100.227,211.005,29.081,Approved,1.72,0.27,0.6,4.66,312,1.2,0.43
,27075,R28975,932-029,21-03-2021 14:08,22-03-2021 16:38,Glu,3,4,1033,2.209,26.52,28.52,6.358,33.89,26.28,1167.55,22.244,74.058,30.206,100.227,211.005,29.081,Approved,1.72,0.27,0.6,4.66,312,1.2,0.43
,27075,R28975,932-029,21-03-2021 14:06,22-03-2021 16:34,Glu,2,1,1036,2.323,26.47,28.52,6.444,33.78,26.24,1177.02,22.439,72.028,30.347,100.227,211.005,29.349,Approved,1.58,0.23,0.3,3.99,115,2.1,0.79
,27075,R28975,932-029,21-03-2021 14:06,22-03-2021 16:34,Glu,2,1,1036,2.323,26.47,28.52,6.444,33.78,26.24,1177.02,22.439,72.028,30.347,100.227,211.005,29.349,Approved,1.58,0.23,0.3,3.99,115,2.1,0.79
,27075,R28975,932-029,21-03-2021 14:02,22-03-2021 16:30,Glu,1,2,1035,2.178,26.85,28.52,6.319,33.75,26.22,1174.39,22.062,72.982,30.087,105.503,211.005,28.808000000000003,Approved,1.65,0.18,0.2,4.72,30,0.8,0.87
,27075,R28975,932-029,21-03-2021 14:02,22-03-2021 16:30,Glu,1,2,1035,2.178,26.85,28.52,6.319,33.75,26.22,1174.39,22.062,72.982,30.087,105.503,211.005,28.808000000000003,Approved,1.65,0.18,0.2,4.72,30,0.8,0.87
,27077,R28977,932-029,21-03-2021 08:28,22-03-2021 13:32,Glu,8,1,997,2.767,26.85,27.69,5.948,33.04,25.6,1191.43,23.029,68.918,27.568,89.243,167.987,28.875,Approved,1.78,0.23,0.4,3.22,104,1.2,0.53
,27077,R28977,932-029,21-03-2021 08:28,22-03-2021 13:32,Glu,8,1,997,2.767,26.85,27.69,5.948,33.04,25.6,1191.43,23.029,68.918,27.568,89.243,167.987,28.875,Approved,1.78,0.23,0.4,3.22,104,1.2,0.53
,27077,R28977,932-029,21-03-2021 08:24,22-03-2021 13:26,Glu,7,1,997,2.677,26.82,27.64,5.791,32.37,25.06,1173.61,22.439,70.848,26.706,115.491,178.486,28.802,Approved,1.78,0.24,0.5,4.89,106,0.0,0.64
,27077,R28977,932-029,21-03-2021 08:24,22-03-2021 13:26,Glu,7,1,997,2.677,26.82,27.64,5.791,32.37,25.06,1173.61,22.439,70.848,26.706,115.491,178.486,28.802,Approved,1.78,0.24,0.5,4.89,106,0.0,0.64
,27077,R28977,932-029,21-03-2021 08:22,22-03-2021 13:22,Glu,6,9,996,2.7,27.09,27.56,5.812,32.3,25.13,1166.58,23.711,74.55199999999998,28.761,120.741,188.985,30.018,Approved,1.78,0.27,0.1,4.8,4,0.2,0.63
,27077,R28977,932-029,21-03-2021 08:22,22-03-2021 13:22,Glu,6,9,996,2.7,27.09,27.56,5.812,32.3,25.13,1166.58,23.711,74.55199999999998,28.761,120.741,188.985,30.018,Approved,1.78,0.27,0.1,4.8,4,0.2,0.63
,27077,R28977,932-029,21-03-2021 08:06,22-03-2021 13:18,Glu,1,2,1041,2.452,27.93,26.98,6.66,32.37,25.15,1167.76,24.372,71.985,28.6,115.491,209.984,30.798,Approved,1.72,0.33,1.6,4.92,332,2.6,0.42
,27077,R28977,932-029,21-03-2021 08:06,22-03-2021 13:18,Glu,1,2,1041,2.452,27.93,26.98,6.66,32.37,25.15,1167.76,24.372,71.985,28.6,115.491,209.984,30.798,Approved,1.72,0.33,1.6,4.92,332,2.6,0.42
,27154,R28991,932-029,20-03-2021 16:12,22-03-2021 12:56,Glu,8,4,1582,2.395,27.61,27.12,6.662000000000001,33.5,25.73,1159.31,21.331,67.181,29.196,42.201,211.005,28.12,Approved,1.72,0.26,0.7,5.02,217,1.1,0.35
,27154,R28991,932-029,20-03-2021 16:12,22-03-2021 12:56,Glu,8,4,1582,2.395,27.61,27.12,6.662000000000001,33.5,25.73,1159.31,21.331,67.181,29.196,42.201,211.005,28.12,Approved,1.72,0.26,0.7,5.02,217,1.1,0.35
,27154,R28991,932-029,20-03-2021 15:58,22-03-2021 12:24,Glu,3,13,1607,2.659,27.96,26.96,7.223,33.52,26.06,1166.41,22.081,68.632,30.231,94.952,211.005,29.229,Approved,1.7,0.29,0.8,4.5,372,2.8,0.45
,27154,R28991,932-029,20-03-2021 15:58,22-03-2021 12:24,Glu,3,13,1607,2.659,27.96,26.96,7.223,33.52,26.06,1166.41,22.081,68.632,30.231,94.952,211.005,29.229,Approved,1.7,0.29,0.8,4.5,372,2.8,0.45
,27154,R28991,932-029,20-03-2021 15:54,22-03-2021 12:20,Glu,2,4,1609,2.483,28.12,26.75,6.2429999999999986,33.18,25.78,1181.1,21.955,67.22800000000001,29.229,116.053,211.005,28.322,Approved,1.78,0.26,1.0,5.12,257,0.1,0.52
,27154,R28991,932-029,20-03-2021 15:54,22-03-2021 12:20,Glu,2,4,1609,2.483,28.12,26.75,6.2429999999999986,33.18,25.78,1181.1,21.955,67.22800000000001,29.229,116.053,211.005,28.322,Approved,1.78,0.26,1.0,5.12,257,0.1,0.52
,27154,R28991,932-029,20-03-2021 15:52,22-03-2021 12:16,Glu,1,1,1612,2.577,28.45,26.52,6.8020000000000005,33.11,25.32,1166.07,20.747,66.609,28.17,110.778,211.005,27.819000000000006,Approved,1.7,0.31,1.0,5.06,288,0.6,0.35
,27154,R28991,932-029,20-03-2021 15:52,22-03-2021 12:16,Glu,1,1,1612,2.577,28.45,26.52,6.8020000000000005,33.11,25.32,1166.07,20.747,66.609,28.17,110.778,211.005,27.819000000000006,Approved,1.7,0.31,1.0,5.06,288,0.6,0.35
